record_id,timestamp,order_id,product_id,product_category,quantity,unit_price,total_price,supplier_id,supplier_region,warehouse_id,warehouse_region,lead_time_days,transportation_delay_days,fulfillment_status,inventory_level,reorder_point,demand_forecast,demand_forecast_confidence,agent_decision,decision_reason,procurement_cost,transportation_cost,holding_cost,penalty_cost,carbon_emissions_kg,customer_satisfaction_score,anomalies_flag,agent_observation,agent_action_text
R-000790,2025-11-23T01:05:26.767525,4f8bf736-6a30-4eee-ae0b-ffece9ae2f9c,P-3256,food,1.0,11.08,11.08,S-036,Europe,W-15,Europe,7.0,0.0,processing,186.0,41.0,20.0,0.25,do_nothing,inventory sufficient for forecast,11.08,43.5,18.6,0.0,2.38,3.88,False,"Order 4f8bf736-6a30-4eee-ae0b-ffece9ae2f9c: product P-3256 (food), qty 1, inventory 186, forecast 20 (conf 0.25)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000791,2025-11-23T01:15:26.767525,f791e25b-0330-4dde-af2d-0906d772dfee,P-4548,pharma,4.0,30.27,121.08,S-030,North America,W-18,Asia,5.0,0.0,delivered,146.0,25.0,6.0,0.5,do_nothing,inventory sufficient for forecast,121.08,3.02,14.6,0.0,16.67,4.17,False,"Order f791e25b-0330-4dde-af2d-0906d772dfee: product P-4548 (pharma), qty 4, inventory 146, forecast 6 (conf 0.5)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000792,2025-11-23T01:25:26.767525,2578d98b-46b8-49e3-981b-fe37e0d439cb,P-5945,apparel,3.0,51.49,154.47,S-023,Europe,W-17,North America,3.0,3.0,processing,182.0,48.0,11.0,0.1,do_nothing,inventory sufficient for forecast,154.47,41.0,18.2,0.0,5.83,3.27,True,"Order 2578d98b-46b8-49e3-981b-fe37e0d439cb: product P-5945 (apparel), qty 3, inventory 182, forecast 11 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000793,2025-11-23T01:35:26.767525,df501388-487d-4b07-8815-dc231878ec33,P-5946,apparel,6.0,46.63,279.78,S-043,North America,W-03,Africa,7.0,0.0,processing,159.0,35.0,24.0,0.66,do_nothing,inventory sufficient for forecast,279.78,71.8,15.9,0.0,11.94,3.3,ERR_20c89d,"Order df501388-487d-4b07-8815-dc231878ec33: product P-5946 (apparel), qty 6, inventory 159, forecast 24 (conf 0.66)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000794,2025-11-23T01:45:26.767525,2cdad099-179f-4042-b4eb-51ae8d842e63,P-9519,furniture,1.0,190.11,190.11,S-036,Oceania,W-05,Oceania,8.0,4.0,shipped,182.0,42.0,30.0,0.3,do_nothing,inventory sufficient for forecast,190.11,163.05,18.2,,5.66,4.0,False,"Order 2cdad099-179f-4042-b4eb-51ae8d842e63: product P-9519 (furniture), qty 1, inventory 182, forecast 30 (conf 0.3)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000795,2025-11-23T01:55:26.767525,39c3f4c9-8a6d-4b2e-9e3c-bf1437e4a23c,P-6450,furniture,3.0,246.64,739.92,S-008,Oceania,W-13,South America,3.0,0.0,shipped,88.0,38.0,24.0,0.36,do_nothing,inventory sufficient for forecast,739.92,62.35,8.8,0.0,9.43,5.0,False,"Order 39c3f4c9-8a6d-4b2e-9e3c-bf1437e4a23c: product P-6450 (furniture), qty 3, inventory 88, forecast 24 (conf 0.36)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000796,2025-11-23T02:05:26.767525,155e7396-3524-49eb-b7da-8089d79c8dac,P-3747,food,11.0,8.68,95.48,S-001,Oceania,W-08,North America,7.0,0.0,delivered,223.0,45.0,16.0,0.93,do_nothing,inventory sufficient for forecast,95.48,23.81,22.3,0.0,40.05,3.77,False,"Order 155e7396-3524-49eb-b7da-8089d79c8dac: product P-3747 (food), qty 11, inventory 223, forecast 16 (conf 0.93)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000797,2025-11-23T02:15:26.767525,e0eb5035-8278-4dfd-820e-284642fc7378,P-7032,furniture,1.0,268.39,268.39,S-004,Europe,W-15,North America,12.0,1.0,processing,272.0,53.0,24.0,0.69,do_nothing,inventory sufficient for forecast,268.39,11.99,27.2,0.0,4.28,3.73,False,"Order e0eb5035-8278-4dfd-820e-284642fc7378: product P-7032 (furniture), qty 1, inventory 272, forecast 24 (conf 0.69)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000798,2025-11-23T02:25:26.767525,7c2dd1df-3f2a-45ca-a64c-2e757d0f883b,P-1629,apparel,1.0,49.08,49.08,S-020,Europe,W-07,Africa,3.0,0.0,returned,294.0,32.0,18.0,0.71,do_nothing,inventory sufficient for forecast,49.08,61.01,29.4,9.82,1.65,4.91,False,"Order 7c2dd1df-3f2a-45ca-a64c-2e757d0f883b: product P-1629 (apparel), qty 1, inventory 294, forecast 18 (conf 0.71)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000799,2025-11-23T02:35:26.767525,64e708cd-7fd3-4728-96f8-59bb60a88789,P-5773,apparel,1.0,35.62,35.62,S-011,Asia,W-13,Oceania,8.0,0.0,processing,166.0,68.0,52.0,0.92,do_nothing,inventory sufficient for forecast,35.62,36.78,16.6,0.0,2.34,4.31,False,"Order 64e708cd-7fd3-4728-96f8-59bb60a88789: product P-5773 (apparel), qty 1, inventory 166, forecast 52 (conf 0.92)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000800,2025-11-23T02:45:26.767525,0ba65055-d56f-47c4-8183-016934e519d9,P-8130,pharma,1.0,25.39,25.39,S-004,North America,W-01,Oceania,8.0,2.0,delivered,227.0,33.0,20.0,0.49,do_nothing,inventory sufficient for forecast,25.39,85.57,22.7,0.0,3.28,3.2,False,"Order 0ba65055-d56f-47c4-8183-016934e519d9: product P-8130 (pharma), qty 1, inventory 227, forecast 20 (conf 0.49)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000801,2025-11-23T02:55:26.767525,b5319b64-723e-4856-a948-4f745539dccf,P-5644,food,6.0,14.84,89.04,S-007,South America,W-15,Europe,8.0,0.0,returned,238.0,60.0,34.0,0.92,do_nothing,inventory sufficient for forecast,89.04,66.57,23.8,17.81,26.33,5.0,False,"Order b5319b64-723e-4856-a948-4f745539dccf: product P-5644 (food), qty 6, inventory 238, forecast 34 (conf 0.92)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000802,2025-11-23T03:05:26.767525,29e629ac-9bd5-4f33-bb5b-3b3c5ff4e08a,P-5720,pharma,2.0,31.46,62.92,S-014,Asia,W-10,Europe,4.0,0.0,processing,208.0,15.0,7.0,0.38,do_nothing,inventory sufficient for forecast,62.92,71.75,20.8,0.0,0.68,4.22,False,"Order 29e629ac-9bd5-4f33-bb5b-3b3c5ff4e08a: product P-5720 (pharma), qty 2, inventory 208, forecast 7 (conf 0.38)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000803,2025-11-23T03:15:26.767525,b404047d-3c74-43a7-b821-760bdae3dd62,P-5926,furniture,1.0,298.67,298.67,S-001,Oceania,W-06,Oceania,9.0,1.0,processing,0.0,66.0,15.0,0.1,expedite,urgent demand forecast exceed inventory,298.67,71.02,0.0,0.0,2.74,5.0,False,"Order b404047d-3c74-43a7-b821-760bdae3dd62: product P-5926 (furniture), qty 1, inventory 0, forecast 15 (conf 0.1)",Action: expedite. Reason: urgent demand forecast exceed inventory.
R-000804,2025-11-23T03:25:26.767525,ed44bfd0-24f9-429f-97fc-d144cdb65c82,P-6469,electronics,1.0,267.39,267.39,S-009,Europe,W-16,North America,7.0,2.0,shipped,207.0,53.0,20.0,0.78,do_nothing,inventory sufficient for forecast,267.39,82.37,20.7,0.0,5.46,4.65,False,"Order ed44bfd0-24f9-429f-97fc-d144cdb65c82: product P-6469 (electronics), qty 1, inventory 207, forecast 20 (conf 0.78)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000805,2025-11-23T03:35:26.767525,15f4e866-2e97-426a-a743-099988dbc5d0,P-8247,electronics,1.0,148.94,148.94,S-024,Asia,W-11,Oceania,5.0,2.0,delivered,229.0,21.0,18.0,0.62,do_nothing,inventory sufficient for forecast,148.94,29.98,22.9,0.0,4.11,4.48,False,"Order 15f4e866-2e97-426a-a743-099988dbc5d0: product P-8247 (electronics), qty 1, inventory 229, forecast 18 (conf 0.62)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000806,2025-11-23T03:45:26.767525,8f1f0948-78fe-4d26-b070-981d3081ae6e,P-9593,food,1.0,13.6,13.6,S-013,North America,W-16,Asia,3.0,4.0,pending,5.0,57.0,33.0,0.1,expedite,urgent demand forecast exceed inventory,13.6,28.99,0.5,0.0,6.17,4.37,False,"Order 8f1f0948-78fe-4d26-b070-981d3081ae6e: product P-9593 (food), qty 1, inventory 5, forecast 33 (conf 0.1)",Action: expedite. Reason: urgent demand forecast exceed inventory.
R-000807,2025-11-23T03:55:26.767525,5e7d448b-de6e-424d-a296-37d1199ef1ae,P-7439,electronics,4.0,255.18,1020.72,S-006,Asia,W-09,Europe,3.0,2.0,shipped,156.0,43.0,12.0,0.81,do_nothing,inventory sufficient for forecast,1020.72,79.1,15.6,0.0,13.85,3.96,False,"Order 5e7d448b-de6e-424d-a296-37d1199ef1ae: product P-7439 (electronics), qty 4, inventory 156, forecast 12 (conf 0.81)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000808,2025-11-23T04:05:26.767525,1650b0c5-4b14-4261-9651-a23a72f31b94,P-9079,food,1.0,9.64,9.64,S-038,Oceania,W-01,South America,12.0,2.0,processing,150.0,43.0,14.0,0.45,do_nothing,inventory sufficient for forecast,9.64,,15.0,0.0,5.68,3.78,False,"Order 1650b0c5-4b14-4261-9651-a23a72f31b94: product P-9079 (food), qty 1, inventory 150, forecast 14 (conf 0.45)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000809,2025-11-23T04:15:26.767525,80a3d9ff-b4a7-4bcc-8b28-1571109ef8eb,P-6008,furniture,3.0,327.36,982.08,S-047,Europe,W-18,ERR_6d1eae,10.0,0.0,cancelled,233.0,57.0,9.0,0.1,do_nothing,inventory sufficient for forecast,982.08,70.57,23.3,196.42,3.73,2.71,False,"Order 80a3d9ff-b4a7-4bcc-8b28-1571109ef8eb: product P-6008 (furniture), qty 3, inventory 233, forecast 9 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000810,2025-11-23T04:25:26.767525,,P-9225,pharma,3.0,34.29,102.87,S-016,Oceania,W-14,South America,5.0,4.0,shipped,271.0,53.0,9.0,0.51,do_nothing,inventory sufficient for forecast,102.87,99.45,27.1,0.0,16.64,3.56,False,"Order 8d820bfd-aa59-47e8-b650-1c3ddc8e5fd5: product P-9225 (pharma), qty 3, inventory 271, forecast 9 (conf 0.51)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000811,2025-11-23T04:35:26.767525,77a3d5da-3609-4333-a918-b4860cf62dc1,P-5391,pharma,1.0,25.28,25.28,S-043,South America,W-17,Europe,4.0,2.0,shipped,258.0,60.0,5.0,0.67,do_nothing,inventory sufficient for forecast,25.28,95.99,25.8,0.0,5.49,4.63,False,"Order 77a3d5da-3609-4333-a918-b4860cf62dc1: product P-5391 (pharma), qty 1, inventory 258, forecast 5 (conf 0.67)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000812,2025-11-23T04:45:26.767525,ced8ad27-cc28-4de1-9220-1f09ad525b06,P-6098,automotive,2.0,131.21,262.42,S-027,North America,W-17,Africa,3.0,0.0,delivered,131.0,36.0,30.0,0.14,do_nothing,inventory sufficient for forecast,262.42,73.46,13.1,0.0,8.59,4.52,False,"Order ced8ad27-cc28-4de1-9220-1f09ad525b06: product P-6098 (automotive), qty 2, inventory 131, forecast 30 (conf 0.14)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000813,2025-11-23T04:55:26.767525,574a6b62-3760-4ca3-b635-7459ca6ca933,P-2317,electronics,1.0,241.79,241.79,S-014,Oceania,W-18,Africa,10.0,3.0,shipped,107.0,27.0,18.0,0.12,do_nothing,inventory sufficient for forecast,241.79,69.53,10.7,0.0,3.71,3.12,False,"Order 574a6b62-3760-4ca3-b635-7459ca6ca933: product P-2317 (electronics), qty 1, inventory 107, forecast 18 (conf 0.12)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000814,2025-11-23T05:05:26.767525,53e9a451-d811-4883-87cb-6dbf3252a5a0,P-6400,pharma,1.0,30.98,30.98,S-028,Africa,W-05,South America,15.0,3.0,delivered,186.0,,17.0,0.77,do_nothing,inventory sufficient for forecast,30.98,82.31,18.6,0.0,1.78,4.69,False,"Order 53e9a451-d811-4883-87cb-6dbf3252a5a0: product P-6400 (pharma), qty 1, inventory 186, forecast 17 (conf 0.77)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000815,2025-11-23T05:15:26.767525,e253b2f6-1e35-4eaf-9342-a78dd90bac03,P-9426,electronics,1.0,183.05,183.05,S-046,Europe,W-14,Europe,11.0,3.0,returned,209.0,34.0,35.0,0.1,do_nothing,inventory sufficient for forecast,183.05,99.46,20.9,36.61,5.82,4.96,False,"Order e253b2f6-1e35-4eaf-9342-a78dd90bac03: product P-9426 (electronics), qty 1, inventory 209, forecast 35 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000816,2025-11-23T05:25:26.767525,0a597b92-e4ae-497b-9c24-4c0d3ed7ff6a,P-4927,food,3.0,11.01,33.03,S-001,Europe,W-18,South America,8.0,0.0,returned,131.0,62.0,15.0,0.25,do_nothing,inventory sufficient for forecast,33.03,41.47,13.1,6.61,5.36,4.05,False,"Order 0a597b92-e4ae-497b-9c24-4c0d3ed7ff6a: product P-4927 (food), qty 3, inventory 131, forecast 15 (conf 0.25)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000817,2025-11-23T05:35:26.767525,41ea0816-7467-4f5b-8524-9d5e93bfc80a,P-7953,apparel,2.0,46.01,92.02,S-038,South America,W-07,Europe,7.0,1.0,returned,186.0,42.0,27.0,0.17,do_nothing,inventory sufficient for forecast,92.02,26.52,18.6,18.4,3.43,3.88,False,,Action: do_nothing. Reason: inventory sufficient for forecast.
R-000818,2025-11-23T05:45:26.767525,5e950459-e62f-4f32-8abb-11e3a2c626aa,P-6716,apparel,1.0,47.36,47.36,S-043,Asia,W-14,Europe,7.0,0.0,delivered,149.0,31.0,10.0,0.35,do_nothing,inventory sufficient for forecast,47.36,47.43,14.9,0.0,0.53,3.75,False,"Order 5e950459-e62f-4f32-8abb-11e3a2c626aa: product P-6716 (apparel), qty 1, inventory 149, forecast 10 (conf 0.35)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000819,2025-11-23T05:55:26.767525,015c7a72-09e9-4adf-b224-a2011cd2249c,P-6813,apparel,17.0,46.28,786.76,S-014,Africa,W-15,South America,5.0,0.0,shipped,233.0,52.0,20.0,0.78,do_nothing,inventory sufficient for forecast,786.76,53.91,23.3,0.0,57.25,4.71,False,"Order 015c7a72-09e9-4adf-b224-a2011cd2249c: product P-6813 (apparel), qty 17, inventory 233, forecast 20 (conf 0.78)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000820,2025-11-23T06:05:26.767525,19c1f17b-820d-4f08-b9f6-0fcc43b4618c,P-5751,electronics,7.0,188.07,1316.49,S-012,Asia,W-18,Europe,0.0,4.0,processing,207.0,47.0,18.0,0.1,do_nothing,inventory sufficient for forecast,1316.49,165.26,20.7,0.0,16.73,4.05,False,"Order 19c1f17b-820d-4f08-b9f6-0fcc43b4618c: product P-5751 (electronics), qty 7, inventory 207, forecast 18 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000821,2025-11-23T06:15:26.767525,29977a46-0d1e-4345-8863-04e80fac3ada,P-4555,pharma,1.0,37.12,37.12,S-046,North America,,Asia,6.0,1.0,shipped,250.0,53.0,20.0,0.39,do_nothing,inventory sufficient for forecast,37.12,119.0,25.0,0.0,2.86,4.57,False,"Order 29977a46-0d1e-4345-8863-04e80fac3ada: product P-4555 (pharma), qty 1, inventory 250, forecast 20 (conf 0.39)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000822,2025-11-23T06:25:26.767525,e6be456f-ae1b-45ee-8f91-38f84690179d,P-6597,apparel,2.0,46.26,92.52,S-009,South America,W-15,Europe,10.0,3.0,delivered,54.0,67.0,36.0,0.18,reorder,inventory below reorder point,92.52,7.08,5.4,0.0,8.13,3.85,False,"Order e6be456f-ae1b-45ee-8f91-38f84690179d: product P-6597 (apparel), qty 2, inventory 54, forecast 36 (conf 0.18)",Action: reorder. Reason: inventory below reorder point.
R-000823,2025-11-23T06:35:26.767525,ERR_885652,P-3329,electronics,1.0,230.26,230.26,S-041,Europe,W-15,Africa,6.0,2.0,processing,142.0,56.0,885.623224379282,0.51,do_nothing,inventory sufficient for forecast,230.26,90.6,14.2,0.0,3.59,5.0,False,"Order 953a7933-91b3-41cf-9c7c-4f423f62e08c: product P-3329 (electronics), qty 1, inventory 142, forecast 14 (conf 0.51)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000824,2025-11-23T06:45:26.767525,90228651-d31a-4870-9976-a299a60b7688,P-7745,food,8.0,9.0,72.0,S-018,Asia,W-02,South America,9.0,2.0,processing,193.0,32.0,38.0,0.59,do_nothing,inventory sufficient for forecast,72.0,65.01,19.3,0.0,6.81,4.4,False,"Order 90228651-d31a-4870-9976-a299a60b7688: product P-7745 (food), qty 8, inventory 193, forecast 38 (conf 0.59)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000825,2025-11-23T06:55:26.767525,89f5cf10-6402-4e19-9c7e-5508f0bd3897,P-8479,apparel,5.0,21.71,108.55,S-013,Asia,W-18,South America,9.0,5.0,shipped,242.0,33.0,38.0,0.82,do_nothing,inventory sufficient for forecast,108.55,63.16,24.2,0.0,8.29,3.96,False,"Order 89f5cf10-6402-4e19-9c7e-5508f0bd3897: product P-8479 (apparel), qty 5, inventory 242, forecast 38 (conf 0.82)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000826,2025-11-23T07:05:26.767525,d2321cf7-83c3-44b8-8ba4-bae102f71901,P-6268,pharma,1.0,31.22,31.22,S-006,Europe,W-02,Europe,4.0,4.0,shipped,212.0,60.0,10.0,0.1,do_nothing,inventory sufficient for forecast,31.22,129.5,21.2,0.0,6.05,3.3,False,"Order d2321cf7-83c3-44b8-8ba4-bae102f71901: product P-6268 (pharma), qty 1, inventory 212, forecast 10 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000827,2025-11-23T07:15:26.767525,c4930a7a-5c53-4c0d-8448-773f433f3f72,P-1596,automotive,2.0,129.26,258.52,S-017,Europe,W-12,Oceania,3.0,7.0,processing,218.0,48.0,1.0,0.97,do_nothing,inventory sufficient for forecast,258.52,58.52,21.8,0.0,8.66,3.93,False,"Order c4930a7a-5c53-4c0d-8448-773f433f3f72: product P-1596 (automotive), qty 2, inventory 218, forecast 1 (conf 0.97)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000828,2025-11-23T07:25:26.767525,132b22f7-5f9d-4f60-a374-af2774e99923,P-8567,automotive,1.0,126.0,126.0,S-038,North America,W-01,South America,2.0,3.0,cancelled,123.0,48.0,26.0,0.69,do_nothing,inventory sufficient for forecast,126.0,137.78,12.3,25.2,3.0,3.91,False,"Order 132b22f7-5f9d-4f60-a374-af2774e99923: product P-8567 (automotive), qty 1, inventory 123, forecast 26 (conf 0.69)",ERR_005465
R-000829,2025-11-23T07:35:26.767525,f14ca1ce-88fa-434e-ac3e-1438a80acf0b,P-4595,pharma,1.0,30.76,30.76,S-040,North America,W-03,North America,7.0,2.0,delivered,172.0,64.0,5.0,0.59,do_nothing,inventory sufficient for forecast,30.76,85.98,17.2,0.0,1.23,3.74,False,"Order f14ca1ce-88fa-434e-ac3e-1438a80acf0b: product P-4595 (pharma), qty 1, inventory 172, forecast 5 (conf 0.59)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000830,2025-11-23T07:45:26.767525,93e4e509-6a13-4395-bd70-5e0b2f6a5365,P-2404,electronics,1.0,218.75,218.75,S-031,Oceania,W-09,South America,10.0,4.0,shipped,331.0,56.0,28.0,0.66,do_nothing,inventory sufficient for forecast,218.75,93.43,33.1,0.0,5.6,4.34,False,"Order 93e4e509-6a13-4395-bd70-5e0b2f6a5365: product P-2404 (electronics), qty 1, inventory 331, forecast 28 (conf 0.66)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000831,2025-11-23T07:55:26.767525,e3e3752d-03bf-4f58-ba42-7c57f8af5aff,P-9422,electronics,3.0,159.98,479.94,S-025,North America,W-20,Africa,8.0,4.0,,287.0,42.0,25.0,0.79,do_nothing,inventory sufficient for forecast,479.94,41.1,28.7,95.99,7.22,3.06,False,"Order e3e3752d-03bf-4f58-ba42-7c57f8af5aff: product P-9422 (electronics), qty 3, inventory 287, forecast 25 (conf 0.79)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000832,2025-11-23T08:05:26.767525,5f4eb923-9a4a-4fe9-843b-f7a05fb3e4e3,P-3756,furniture,4.0,300.94,1203.76,S-024,Oceania,W-04,Europe,8.0,1.0,delivered,349.0,55.0,3.0,0.68,do_nothing,inventory sufficient for forecast,1203.76,45.08,34.9,0.0,14.14,4.31,False,"Order 5f4eb923-9a4a-4fe9-843b-f7a05fb3e4e3: product P-3756 (furniture), qty 4, inventory 349, forecast 3 (conf 0.68)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000833,2025-11-23T08:15:26.767525,f277f607-0bf4-4e7f-8d3e-79f5a29863f2,P-6909,automotive,1.0,108.41,108.41,S-009,Europe,W-02,Asia,7.0,1.0,delivered,225.0,54.0,25.0,0.55,do_nothing,inventory sufficient for forecast,108.41,88.83,22.5,0.0,1.02,3.93,False,"Order f277f607-0bf4-4e7f-8d3e-79f5a29863f2: product P-6909 (automotive), qty 1, inventory 225, forecast 25 (conf 0.55)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000834,2025-11-23T08:25:26.767525,3dea42f3-940e-4114-8cd8-0faf986d512a,P-6525,apparel,2.0,36.75,73.5,S-020,Europe,W-20,South America,1.0,0.0,processing,66.0,54.0,1.0,8.415932866971456,do_nothing,inventory sufficient for forecast,73.5,62.18,6.6,0.0,0.55,3.19,False,"Order 3dea42f3-940e-4114-8cd8-0faf986d512a: product P-6525 (apparel), qty 2, inventory 66, forecast 1 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000835,2025-11-23T08:35:26.767525,f36a5141-ad94-4b9e-a619-686c32dbd0be,P-8123,automotive,2.0,145.11,290.22,S-006,Asia,W-03,Oceania,0.0,2.0,delivered,268.0,53.0,16.0,0.45,do_nothing,inventory sufficient for forecast,290.22,94.81,26.8,0.0,7.55,4.51,False,"Order f36a5141-ad94-4b9e-a619-686c32dbd0be: product P-8123 (automotive), qty 2, inventory 268, forecast 16 (conf 0.45)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000836,2025-11-23T08:45:26.767525,ca53d133-5949-40e6-adcf-c1e0e18bb5d1,P-2688,apparel,6.0,37.55,225.3,S-001,Europe,W-19,Africa,8.0,5.0,shipped,161.0,74.0,37.0,0.83,do_nothing,inventory sufficient for forecast,225.3,100.58,16.1,0.0,16.78,4.22,False,"Order ca53d133-5949-40e6-adcf-c1e0e18bb5d1: product P-2688 (apparel), qty 6, inventory 161, forecast 37 (conf 0.83)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000837,2025-11-23T08:55:26.767525,557d3b9a-f04f-4d6c-ae71-77ccbe9a69c2,P-6483,pharma,1.0,39.99,39.99,S-002,North America,W-07,North America,11.0,0.0,shipped,258.0,15.0,12.0,0.94,do_nothing,inventory sufficient for forecast,39.99,,25.8,0.0,4.96,4.59,False,"Order 557d3b9a-f04f-4d6c-ae71-77ccbe9a69c2: product P-6483 (pharma), qty 1, inventory 258, forecast 12 (conf 0.94)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000838,2025-11-23T09:05:26.767525,a4627d37-1fe7-4c70-81dd-02306200922b,P-4369,food,1.0,11.53,11.53,S-007,Oceania,W-10,Oceania,9.0,0.0,shipped,165.0,51.0,27.0,0.86,do_nothing,inventory sufficient for forecast,11.53,27.23,16.5,0.0,1.88,5.0,False,"Order a4627d37-1fe7-4c70-81dd-02306200922b: product P-4369 (food), qty 1, inventory 165, forecast 27 (conf 0.86)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000839,2025-11-23T09:15:26.767525,6b34766a-e37b-475c-b55a-8d0f37551078,P-2038,electronics,2.0,243.19,486.38,S-003,Asia,W-18,Africa,11.0,1.0,processing,128.0,50.0,9.0,0.31,do_nothing,inventory sufficient for forecast,486.38,60.74,12.8,0.0,8.46,4.24,False,"Order 6b34766a-e37b-475c-b55a-8d0f37551078: product P-2038 (electronics), qty 2, inventory 128, forecast 9 (conf 0.31)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000840,2025-11-23T09:25:26.767525,ERR_388afa,P-9935,food,6.0,11.51,69.06,S-039,Africa,W-02,North America,8.0,0.0,returned,116.0,68.0,33.0,0.27,do_nothing,inventory sufficient for forecast,69.06,49.47,11.6,13.81,6.93,4.04,False,"Order 16240d42-44da-4700-9732-e204d53049e0: product P-9935 (food), qty 6, inventory 116, forecast 33 (conf 0.27)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000841,2025-11-23T09:35:26.767525,a065535c-9fe8-469b-869a-22866d7cfcbe,P-8264,pharma,1.0,30.36,30.36,S-037,Europe,W-14,South America,9.0,3.0,delivered,0.0,65.0,9.0,0.92,expedite,urgent demand forecast exceed inventory,30.36,132.58,0.0,0.0,2.28,4.06,False,"Order a065535c-9fe8-469b-869a-22866d7cfcbe: product P-8264 (pharma), qty 1, inventory 0, forecast 9 (conf 0.92)",Action: expedite. Reason: urgent demand forecast exceed inventory.
R-000842,2025-11-23T09:45:26.767525,066fbe96-0e98-4974-96d6-394a8883a07d,P-4371,apparel,2.0,42.61,85.22,S-030,South America,W-17,South America,6.0,0.0,,351.0,34.0,20.0,0.94,do_nothing,inventory sufficient for forecast,85.22,68.42,35.1,0.0,2.1,4.03,False,"Order 066fbe96-0e98-4974-96d6-394a8883a07d: product P-4371 (apparel), qty 2, inventory 351, forecast 20 (conf 0.94)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000843,2025-11-23T09:55:26.767525,0f0b5908-b653-41dc-80fd-e77173104836,P-3472,furniture,3.0,271.1,813.3,S-048,Africa,W-12,Africa,7.0,1.0,shipped,,47.0,17.0,0.42,do_nothing,inventory sufficient for forecast,813.3,40.89,16.6,0.0,12.49,4.82,False,"Order 0f0b5908-b653-41dc-80fd-e77173104836: product P-3472 (furniture), qty 3, inventory 166, forecast 17 (conf 0.42)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000844,2025-11-23T10:05:26.767525,9c7f7618-d8c2-487e-91be-a8a2a1a34f31,P-3496,electronics,2.0,279.88,559.76,S-002,Oceania,W-12,Asia,7.0,3.0,shipped,222.0,31.0,10.0,0.25,do_nothing,inventory sufficient for forecast,559.76,77.5,22.2,0.0,2.65,5.0,False,"Order 9c7f7618-d8c2-487e-91be-a8a2a1a34f31: product P-3496 (electronics), qty 2, inventory 222, forecast 10 (conf 0.25)",Action: do_nothing. Reason: inventory sufficient for forecast.
